from_totally_fake_account,total_transactions,average_transaction_amount
40249,128,12.74421875
40289,122,12.541639344262295
40321,234,10.629145299145298
40356,127,12.354566929133858
40373,196,7.534132653061225
40392,175,9.2056
40407,162,14.289197530864197
40409,160,13.3270625
40454,210,10.708285714285713
40459,184,13.4975
40461,135,13.436296296296296
40494,158,15.669303797468354
40521,176,11.334943181818183
40532,208,9.312259615384615
40598,131,12.867328244274809
40636,150,9.6796
40644,201,8.645074626865672
40735,231,13.935757575757576
40745,123,12.444146341463416
40752,191,9.507015706806282
40771,195,9.250307692307691
40775,160,15.00225
40827,124,17.008709677419354
40828,178,9.587977528089889
40836,194,9.898092783505154
40896,138,14.029202898550725
40913,188,11.701542553191489
40951,175,12.00982857142857
40953,202,16.613861386138613
40959,144,11.045694444444443
41027,192,7.952500000000001
41042,187,16.44951871657754
41067,198,11.898838383838383
41088,230,10.765956521739131
41093,213,9.689765258215962
41130,216,10.385
41138,171,14.598947368421053
41230,198,12.43621212121212
41304,133,15.406917293233082
41359,177,8.301581920903955
41401,209,16.840334928229666
41434,197,11.159187817258884
41458,122,17.182622950819674
41463,135,13.597777777777779
41467,155,10.711483870967742
41505,203,12.133546798029558
41513,126,16.925396825396824
41688,219,7.110776255707763
41707,173,14.819595375722542
41784,145,15.51296551724138
41830,132,15.779924242424242
41846,126,14.503492063492065
41864,183,12.068415300546448
41873,191,11.516492146596859
41889,155,14.460645161290323
41952,191,9.452041884816753
42023,168,11.88970238095238
42085,178,16.894606741573032
42134,188,15.220106382978724
42141,164,11.495731707317074
42172,133,12.522556390977444
42193,151,15.930596026490067
42196,130,13.631384615384615
42247,195,9.97374358974359
42296,197,13.45507614213198
42309,216,10.882453703703705
42313,157,15.52108280254777
42323,209,9.616267942583733
42383,192,14.52953125
42497,149,17.163557046979864
42509,148,6.050202702702703
42616,159,10.692452830188678
42740,191,15.45759162303665
42842,134,14.541194029850747
42885,135,16.089037037037038
42922,145,11.719931034482759
42951,221,16.38262443438914
42977,184,12.076358695652175
42991,196,11.568724489795917
43016,131,11.752213740458014
43089,175,14.714857142857142
43115,181,14.935082872928177
43141,197,15.998121827411168
43198,219,12.035662100456621
43215,144,13.059652777777778
43281,179,13.322458100558658
43313,152,14.982960526315788
43340,172,9.283313953488372
43369,219,16.078995433789956
43379,186,14.3952688172043
43398,217,9.510046082949309
43432,136,11.782205882352942
43447,137,15.139489051094891
43485,154,10.379935064935065
43594,125,13.93176
43595,171,14.181695906432749
43611,133,16.721804511278197
43675,126,13.312063492063492
43775,158,10.792531645569621
43868,150,11.9088
43870,191,12.336178010471205
43875,177,14.63632768361582
43946,178,9.329662921348316
43947,175,9.164514285714285
43977,179,10.589162011173185
43998,175,10.39937142857143
44049,154,13.530584415584416
44068,157,15.78095541401274
44069,203,12.310541871921181
44089,131,16.9187786259542
44102,170,9.794176470588235
44128,142,11.830352112676056
44131,179,9.403966480446927
44133,186,9.981774193548386
44159,237,9.722278481012658
44189,136,14.10639705882353
44380,167,13.036646706586826
44394,175,10.7228
44432,225,9.941688888888889
44435,175,10.569885714285714
44457,138,11.128623188405797
44497,147,9.823197278911564
44592,161,10.320496894409937
44608,215,12.483116279069767
44635,127,15.349370078740156
44678,190,16.946473684210527
44768,124,12.84483870967742
44779,220,16.026454545454545
44863,128,15.399296875000001
44892,168,12.234226190476189
44898,176,12.967670454545454
44974,140,15.343857142857141
44992,127,10.986771653543306
45000,149,13.49281879194631
45028,126,16.34103174603175
45037,221,11.014027149321267
45039,128,9.55453125
45087,168,11.82202380952381
45092,222,11.060495495495495
45096,213,9.950422535211269
45149,180,10.32761111111111
45165,139,11.570791366906475
45219,133,13.530150375939849
45237,198,14.020454545454546
45292,162,12.764506172839505
45309,165,10.440060606060607
45331,236,10.788559322033898
45432,263,12.148973384030418
45454,127,15.902047244094488
45477,171,10.722631578947368
45518,137,10.715182481751825
45528,189,12.82820105820106
45549,194,8.981030927835052
45599,144,15.823125000000001
45620,139,14.347194244604317
45648,173,9.663236994219654
45685,189,9.904232804232805
45745,157,5.828089171974522
45748,141,12.338723404255319
45821,151,17.131920529801324
45850,150,16.9956
45906,133,14.824060150375939
45945,125,15.89568
45952,173,12.39728323699422
45979,128,14.918125
45980,126,13.082698412698413
46074,177,10.266384180790961
46088,125,16.419520000000002
46129,129,13.623953488372093
46150,202,10.843663366336633
46343,151,10.424238410596026
46351,134,16.831865671641793
46421,173,12.810867052023122
46516,195,7.622461538461538
46519,187,11.754545454545454
46565,148,10.373783783783784
46578,169,17.22733727810651
46609,131,14.211832061068701
46610,124,16.07967741935484
46707,141,12.747943262411347
46724,170,9.888117647058824
46788,180,11.921055555555556
46799,193,11.566113989637307
46802,181,14.595303867403315
46816,131,15.950381679389313
46847,199,8.676984924623115
46853,176,12.221647727272728
46860,152,7.386447368421052
46872,126,14.82904761904762
46896,201,9.018308457711443
46908,154,16.647402597402596
46911,166,17.150963855421686
46953,185,11.789837837837837
46993,213,8.226197183098591
47025,180,13.14388888888889
47027,126,16.03
47034,133,13.673984962406013
47050,175,12.3376
47078,148,13.232432432432432
47138,133,13.597443609022557
47140,133,14.812857142857142
47173,125,16.06968
47193,192,11.399739583333334
47271,215,11.171348837209303
47286,170,9.319
47374,137,13.285766423357664
47381,123,15.456422764227643
47588,153,16.645163398692812
47607,153,9.72111111111111
47699,126,16.613492063492064
47725,128,12.126328125
47735,174,16.632643678160917
47798,167,11.299760479041916
47827,193,9.872487046632124
47856,229,12.549301310043669
47873,169,15.000414201183434
47959,189,9.951904761904762
47961,194,11.088247422680412
48004,165,16.95133333333333
48013,135,15.789037037037037
48028,180,10.658222222222223
48058,193,12.159948186528498
48085,150,13.113466666666666
48159,155,12.769548387096775
48200,154,15.863896103896103
48245,126,17.038015873015873
48258,131,13.513435114503817
48275,157,15.029299363057325
48304,151,12.811655629139073
48375,154,14.623181818181816
48413,216,8.96861111111111
48432,213,9.077887323943662
48449,211,11.633459715639809
48465,171,11.42374269005848
48479,197,9.02741116751269
48490,207,10.723091787439612
48558,207,13.72975845410628
48650,134,14.010074626865672
48652,191,9.244293193717278
48655,122,15.763196721311475
48685,136,9.055367647058823
48693,198,11.479141414141413
48694,175,11.022285714285715
48714,128,11.096796875
48753,141,16.731843971631207
48764,123,14.778617886178862
48853,169,16.138579881656806
48924,234,10.463376068376068
48935,217,10.537188940092166
48950,137,15.489562043795623
48952,146,14.52876712328767
48993,172,13.98703488372093
48997,189,10.883174603174604
49005,126,15.076746031746032
49010,193,15.172953367875648
49022,163,10.234601226993865
49153,183,11.65535519125683
49174,172,12.990988372093023
49205,270,11.055814814814815
49245,134,14.304626865671642
49261,159,12.608238993710692
49284,138,13.424347826086956
49307,183,14.452896174863389
49433,160,10.658
49505,147,14.546190476190477
49531,169,15.29698224852071
49542,169,9.89621301775148
49569,131,14.28885496183206
49602,155,10.463225806451613
49628,178,8.273876404494382
49690,186,13.196129032258064
49699,124,15.715
49730,133,14.300676691729324
49776,129,15.717906976744185
49855,207,10.061690821256038
49880,161,12.476397515527951
49888,154,13.698246753246755
49889,201,10.97855721393035
49927,159,8.1574213836478
50061,143,14.643076923076924
50085,137,13.262408759124089
50152,138,17.22159420289855
50172,183,8.780655737704917
50212,136,15.621617647058823
50234,242,9.915289256198347
50238,140,13.997428571428571
50412,160,11.6654375
50421,204,13.367598039215688
50423,228,13.576973684210527
50452,179,9.46949720670391
50477,122,11.34
50481,165,7.748060606060607
50531,211,10.893554502369668
50536,142,17.10274647887324
50561,132,15.524393939393939
50562,174,13.392183908045979
50584,171,10.942046783625731
50618,146,14.881027397260274
50628,129,12.673410852713177
50741,157,15.40687898089172
50742,139,13.567194244604316
50781,175,11.172742857142858
50817,209,8.109330143540669
50881,177,9.546101694915253
50919,123,15.339105691056911
50933,218,10.082247706422018
50952,174,9.764597701149425
50993,138,14.262246376811595
51066,167,11.6974251497006
51087,149,10.634429530201341
51094,131,15.681145038167939
51132,131,14.904961832061069
51185,209,12.041913875598087
51186,126,13.11920634920635
51221,122,15.019836065573772
51292,164,14.492987804878048
51295,181,16.707955801104973
51335,184,9.126956521739132
51439,168,16.09702380952381
51472,127,15.562677165354332
51517,166,7.448915662650602
51565,206,15.689174757281553
51590,203,8.027832512315271
51681,162,16.689567901234568
51698,125,14.51184
51736,192,12.879947916666666
51751,190,12.454105263157896
51766,154,15.04974025974026
51810,129,17.071162790697674
51837,130,12.136000000000001
51872,170,9.78329411764706
51889,199,13.502562814070354
51937,144,10.337430555555555
51972,167,13.867664670658684
51982,154,13.911753246753246
51989,158,10.92
52073,183,8.522622950819672
52122,181,11.797458563535912
52150,172,13.780813953488373
52153,128,9.7034375
52158,146,12.422808219178082
52239,225,9.157644444444443
52272,155,10.347483870967741
52410,144,10.02951388888889
52415,128,16.71609375
52536,183,17.13672131147541
52561,232,11.05271551724138
52591,128,15.510390625
52604,202,12.440148514851485
52614,176,14.513125
52617,160,13.1921875
52673,134,12.33902985074627
52682,235,17.25659574468085
52689,134,14.19365671641791
52704,193,9.864559585492227
52725,180,9.291277777777777
52731,148,12.023445945945946
52735,147,15.118979591836736
52742,217,7.975806451612903
52766,161,15.939130434782607
52774,124,14.683145161290323
52815,147,14.836054421768708
52864,232,12.411939655172414
52871,237,11.827679324894515
52881,167,14.60562874251497
52924,203,8.460837438423646
52977,139,14.55359712230216
53000,164,13.84170731707317
53043,122,12.94483606557377
53054,138,11.822028985507247
53066,160,10.501125
53137,181,16.983867403314918
53165,194,10.919690721649484
53217,130,14.001307692307693
53258,195,10.358153846153845
53275,155,16.224967741935483
53310,168,9.2075
53315,188,12.136010638297874
53335,128,10.74484375
53367,125,14.62904
53388,129,12.391007751937986
53441,229,9.852794759825327
53457,185,15.540432432432432
53494,174,13.65971264367816
53512,159,16.88081761006289
53525,189,9.837830687830689
53527,183,6.914918032786885
53536,217,12.478341013824886
53545,128,16.537265625
53615,216,10.403611111111111
53668,130,15.110615384615386
53678,187,14.158716577540106
53710,149,10.402885906040268
53795,156,16.253910256410258
53807,175,13.996628571428571
53813,128,15.14609375
53842,149,9.696644295302013
53998,151,8.816423841059603
54117,122,15.421147540983608
54126,179,9.880726256983241
54148,157,11.441019108280255
54151,199,11.233366834170855
54155,268,7.908619402985075
54217,126,12.599920634920634
54289,165,11.100121212121213
54294,213,16.71037558685446
54322,122,15.749508196721312
54336,132,14.940681818181819
54340,177,11.611073446327683
54369,208,10.167067307692308
54397,172,9.794883720930233
54445,135,15.112296296296297
54469,146,15.155616438356162
54518,172,11.67546511627907
54548,200,8.01655
54559,186,13.404301075268815
54602,155,13.69606451612903
54640,201,10.396467661691542
54663,215,10.130837209302326
54709,171,8.344269005847952
54728,123,16.528455284552845
54740,179,9.209553072625699
54877,166,11.61210843373494
54921,170,14.713647058823527
54941,155,10.079612903225806
55030,181,11.757624309392266
55069,164,8.230426829268293
55077,190,11.850263157894737
55099,203,11.632068965517242
55112,173,10.601329479768786
55115,184,11.088967391304347
55134,132,12.868787878787879
55196,221,9.983076923076924
55201,191,14.419057591623037
55206,138,13.461884057971014
55236,171,17.1087134502924
55254,168,8.216964285714287
55286,178,9.258426966292134
55303,141,11.206808510638298
55314,163,13.130674846625768
55326,146,6.710479452054795
55375,159,11.059119496855347
55393,171,15.842807017543862
55424,126,16.144603174603176
55472,163,13.394233128834355
55475,193,9.138341968911917
55538,173,11.266589595375724
55548,226,16.000884955752213
55551,204,10.626176470588234
55561,188,10.758617021276596
55565,207,9.88743961352657
55567,166,14.528734939759037
55587,147,12.018367346938776
55626,157,8.77796178343949
55684,180,10.395222222222223
55699,185,12.806810810810813
55728,167,11.099940119760479
55772,147,9.295034013605443
55787,230,9.352260869565217
55817,171,12.335321637426901
55868,201,6.798258706467662
55976,174,11.68632183908046
56012,139,14.21093525179856
56069,194,11.772268041237114
56071,196,14.59469387755102
56074,186,16.16290322580645
56083,133,14.903082706766916
56105,203,10.232266009852218
56158,149,10.307919463087249
56174,210,10.224
56233,164,15.418231707317075
56235,170,15.34735294117647
56325,148,10.905878378378379
56377,169,14.298343195266273
56405,166,15.99222891566265
56533,128,15.49171875
56542,197,10.40994923857868
56592,167,11.516407185628742
56597,136,12.242573529411764
56688,178,10.980393258426966
56707,159,11.617358490566039
56748,127,13.361574803149606
56814,127,12.005118110236221
56819,154,10.57987012987013
56851,152,11.091842105263158
56896,126,12.674603174603174
56920,154,10.902402597402597
56932,155,11.404838709677419
56961,154,16.651363636363637
57015,167,12.9625748502994
57059,154,13.827922077922079
57064,173,9.815491329479768
57078,130,13.557538461538462
57080,131,14.767175572519085
57098,152,15.640197368421052
57137,170,11.360294117647058
57204,122,12.482950819672132
57317,139,12.013669064748202
57372,172,11.477790697674418
57425,194,13.230927835051546
57433,180,11.814888888888888
57450,173,9.91115606936416
57609,163,15.294110429447853
57639,127,16.14968503937008
57645,147,17.034965986394557
57668,149,14.321342281879195
57690,166,10.995722891566265
57828,160,11.1605
57850,163,7.994171779141104
57950,137,8.782262773722628
57993,179,13.406312849162012
57995,170,12.822823529411766
58022,128,16.77390625
58105,123,13.176747967479676
58115,127,15.70212598425197
58141,202,7.618465346534654
58144,178,10.016797752808989
58170,196,13.392142857142858
58223,152,14.977039473684211
58317,198,10.281060606060606
58322,193,16.437564766839376
58351,173,13.877225433526013
58398,143,12.633776223776225
58400,202,9.871831683168317
58427,151,15.128807947019867
58428,212,8.691556603773584
58450,163,13.977300613496933
58652,190,9.438684210526315
58665,200,9.9416
58676,145,17.086896551724138
58697,139,13.67956834532374
58881,172,13.181976744186047
58898,148,9.71945945945946
58910,126,14.318650793650795
58922,169,7.499704142011835
58933,167,13.136646706586827
58959,197,9.904213197969543
58961,230,9.302826086956522
58969,166,12.490542168674699
59024,125,11.49032
59055,148,10.528310810810812
59092,207,10.424299516908212
59100,133,13.670075187969926
59151,251,7.829920318725099
59180,183,11.243934426229508
59255,214,9.020607476635515
59294,144,16.885069444444444
59300,147,14.400408163265308
59317,185,12.596540540540541
59352,181,15.811933701657459
59436,145,15.37151724137931
59444,201,15.954875621890546
59539,182,14.385000000000002
59544,185,13.898216216216216
59553,164,8.737865853658537
59555,140,13.5185
59579,125,15.875680000000001
59609,200,12.8721
59639,124,12.656451612903224
59697,155,14.155096774193549
59712,159,12.370754716981132
59828,186,9.409623655913979
59835,136,12.183308823529412
59847,216,8.862037037037037
59873,179,14.247541899441341
59899,135,12.287333333333333
59905,160,10.9539375
59923,189,12.88084656084656
60056,228,14.41451754385965
60079,169,10.615739644970414
60126,143,15.617062937062936
60145,135,12.373555555555557
60186,135,15.560740740740739
60188,169,9.44662721893491
60261,135,15.474148148148146
60284,209,11.132583732057416
60330,212,16.839150943396227
60341,177,14.203389830508474
60345,202,11.555247524752474
60376,128,12.6065625
60402,185,14.848972972972973
60416,170,13.65464705882353
60424,148,16.016689189189186
60485,191,9.450471204188482
60555,183,10.583989071038252
60674,141,13.698936170212766
60712,133,12.152932330827067
60749,199,8.306231155778894
60816,169,9.267218934911243
60852,127,13.878425196850394
60859,161,13.984223602484473
60871,184,10.545760869565218
60882,160,12.405562499999998
60888,196,12.983367346938774
60891,132,14.488333333333333
61024,152,11.948421052631579
61041,208,7.224086538461538
61083,140,13.147285714285713
61098,193,10.0439896373057
61215,187,10.017914438502673
61219,145,9.319724137931034
61225,148,11.97027027027027
61275,196,15.391683673469387
61320,194,11.410515463917525
61341,175,14.978857142857144
61411,180,9.535555555555556
61464,128,10.30515625
61484,173,7.2354913294797685
61497,133,14.518571428571429
61512,171,13.13485380116959
61519,173,14.19086705202312
61558,146,13.782397260273973
61560,123,13.633739837398373
61630,141,15.309361702127658
61751,212,7.930283018867924
61802,145,13.508758620689655
61816,133,16.61157894736842
61819,165,12.539151515151515
61869,167,15.62125748502994
61872,149,12.23771812080537
61981,141,15.67241134751773
61983,143,11.654545454545454
61985,230,10.848826086956521
62005,242,9.797438016528925
62021,156,15.87628205128205
62049,128,15.4965625
62053,149,12.450671140939598
62069,132,16.387575757575757
62073,176,12.31
62083,124,13.459435483870967
62099,210,11.204095238095238
62105,155,13.120967741935484
62106,153,14.017189542483662
62242,168,11.564166666666667
62274,211,9.11739336492891
62322,126,14.369126984126984
62371,123,14.405528455284554
62387,147,11.438299319727891
62401,140,13.3175
62440,175,8.704571428571429
62501,166,12.424397590361444
62562,201,13.557164179104477
62575,194,11.18164948453608
62580,186,12.124731182795697
62615,194,16.316082474226803
62701,192,8.787552083333333
62702,139,13.003884892086331
62727,128,16.8303125
62758,158,13.216392405063292
62782,189,12.26978835978836
62842,197,11.268121827411166
62876,206,16.831456310679613
62964,152,11.196184210526315
62966,180,12.46727777777778
63110,146,9.723698630136987
63170,182,9.094670329670329
63180,135,10.395777777777779
63224,123,16.03479674796748
63258,198,14.788939393939394
63284,186,16.65215053763441
63452,138,13.54782608695652
63490,155,13.128516129032258
63507,180,15.408777777777777
63527,173,12.890346820809249
63548,167,9.28005988023952
63564,141,12.122765957446807
63574,220,9.400636363636362
63605,183,13.830710382513661
63615,152,13.313552631578949
63629,136,14.48235294117647
63669,222,13.177837837837838
63705,137,10.84992700729927
63721,175,12.72782857142857
63862,138,15.203260869565218
63867,185,15.104918918918917
63909,212,12.17122641509434
63927,133,11.352857142857143
64064,184,8.443695652173913
64100,199,12.729798994974875
64111,151,8.108278145695364
64123,151,13.331059602649006
64176,131,12.914809160305342
64181,147,16.612176870748296
64191,136,14.979779411764707
64241,151,8.969602649006623
64251,157,13.742547770700636
64292,161,10.694037267080745
64327,135,12.158740740740742
64411,155,10.906516129032259
64455,156,10.977692307692308
64509,142,8.615704225352113
64559,170,11.304588235294117
64581,224,11.919196428571428
64619,144,17.160555555555554
64627,143,15.98216783216783
64679,148,10.125135135135135
64691,238,14.69109243697479
64722,152,9.808223684210526
64772,164,14.10871951219512
64774,170,14.400529411764706
64781,124,15.516612903225806
64827,140,15.404142857142856
64850,162,10.509444444444444
64930,166,13.188072289156626
64960,149,13.43241610738255
64972,129,9.834806201550387
64993,225,15.415466666666667
65063,205,14.503658536585366
65080,217,11.650230414746543
65108,215,15.348651162790699
65128,141,13.042127659574469
65151,141,13.08886524822695
65171,122,16.197131147540983
65197,173,9.203294797687862
65293,192,15.0775
65347,124,17.27790322580645
65401,161,7.996211180124225
65471,141,14.698794326241137
65481,143,12.251398601398602
65564,195,10.221538461538461
65612,124,9.812016129032259
65615,127,12.436614173228346
65634,188,12.955638297872339
65649,155,15.530000000000001
65744,159,13.59125786163522
65781,143,14.711398601398601
65786,143,13.303566433566434
65802,196,14.78061224489796
65870,185,12.208702702702704
65884,160,11.3279375
65913,128,14.228125
65917,150,14.937266666666668
65922,214,11.154252336448598
65929,184,12.309239130434783
65935,198,8.881313131313131
65979,158,10.269303797468353
65991,166,10.370240963855421
66006,222,10.245405405405405
66065,122,10.184754098360655
66113,182,16.194340659340657
66136,131,15.268625954198473
66170,206,7.742087378640777
66220,196,13.007551020408163
66261,164,12.543231707317075
66387,148,10.567364864864865
66414,134,12.005895522388059
66428,142,11.587464788732396
66433,164,15.536768292682929
66455,181,11.57342541436464
66456,186,13.243440860215053
66515,135,15.601037037037036
66566,157,15.612420382165606
66568,128,16.617890625
66604,130,14.643538461538462
66611,124,14.068709677419355
66623,162,10.595740740740741
66627,146,14.686712328767122
66699,130,12.48223076923077
66729,147,12.661496598639456
66742,177,16.309152542372882
66759,191,13.191832460732984
66807,203,9.823596059113301
66821,125,12.70272
66886,131,16.52206106870229
66923,132,16.815303030303028
66941,163,14.838650306748464
66958,154,15.78805194805195
66965,145,8.728275862068966
67005,129,16.30736434108527
67081,130,15.950692307692309
67117,165,9.886000000000001
67119,168,11.186309523809523
67135,166,12.812831325301204
67160,188,11.000053191489362
67176,130,16.441076923076924
67182,217,15.137695852534563
67203,126,14.88936507936508
67244,181,16.146298342541435
67371,213,12.891549295774649
67382,224,13.209464285714287
67410,123,16.40918699186992
67440,147,12.61843537414966
67457,133,16.40917293233083
67475,136,14.424632352941176
67516,135,14.14651851851852
67532,174,15.053333333333335
67539,192,9.721614583333333
67549,126,13.51111111111111
67584,226,10.041283185840708
67591,163,8.63398773006135
67592,157,14.746178343949046
67626,186,12.645752688172044
67779,217,16.877142857142857
67792,201,9.226616915422886
67796,137,13.307518248175183
67827,145,17.043862068965517
67863,130,13.279769230769231
67891,199,15.4543216080402
67899,130,15.163692307692308
67943,205,16.496487804878047
67954,163,15.059938650306748
68022,128,12.941640625
68061,149,13.699597315436241
68078,163,9.674969325153373
68097,127,12.342755905511812
68108,176,15.244374999999998
68152,134,17.247910447761193
68163,160,15.134875
68212,196,8.284693877551021
68236,138,13.161376811594202
68242,177,12.284011299435027
68243,136,10.384117647058824
68275,156,13.658461538461538
68297,135,14.846962962962962
68362,145,8.765172413793104
68376,125,11.84544
68378,128,16.381328125
68390,156,11.745448717948717
68445,164,10.102743902439023
68482,142,14.47514084507042
68514,156,12.308333333333334
68520,198,9.487929292929293
68529,132,12.5575
68580,131,14.452671755725191
68605,166,11.104096385542169
68639,160,9.844375
68716,131,9.863053435114503
68720,154,13.64935064935065
68780,151,13.680728476821193
68829,168,15.061309523809525
68833,181,13.83331491712707
68926,165,10.17909090909091
68934,127,12.807086614173228
68986,172,9.863313953488372
69030,180,7.444333333333334
69043,157,10.801847133757962
69266,181,11.978729281767956
69279,150,7.439333333333334
69286,166,14.454397590361445
69330,165,13.676
69352,181,11.813370165745857
69512,129,14.74906976744186
69523,184,15.061032608695653
69533,231,10.407359307359307
69547,206,16.425825242718446
69617,159,13.312830188679246
69632,155,8.706645161290323
69669,144,16.17298611111111
69698,153,12.775882352941176
69710,143,16.770559440559442
69728,148,12.801621621621623
69744,130,16.848384615384614
69775,122,17.003278688524592
69780,136,15.725955882352942
69788,137,13.792408759124088
69847,129,14.492093023255814
69880,144,11.942013888888889
69941,184,11.219782608695652
70037,146,14.824109589041097
70057,157,9.94203821656051
70070,127,13.737874015748032
70152,199,16.02251256281407
70154,180,13.718222222222224
70290,174,10.342701149425288
70299,125,14.0684
70318,171,9.082105263157894
70337,141,15.34709219858156
70417,198,10.899949494949496
70452,180,16.831888888888887
70505,188,10.93212765957447
70507,153,13.332156862745098
70597,132,9.31
70632,160,11.5095
70709,183,15.406448087431695
70759,134,14.216641791044776
70814,147,15.160476190476192
70819,204,8.206666666666667
70830,171,11.021988304093567
70850,133,16.590150375939853
70875,186,17.263655913978493
70939,163,14.712085889570552
70965,183,13.038142076502732
70975,192,8.908125
70982,155,8.74058064516129
71007,132,10.30060606060606
71008,160,13.331
71049,157,13.652675159235667
71156,175,9.945657142857144
71190,162,12.831296296296296
71199,161,10.591552795031056
71202,123,15.430243902439024
71204,151,14.715165562913906
71317,201,10.993432835820895
71469,126,12.76063492063492
71493,185,11.30172972972973
71496,161,11.886149068322982
71499,164,15.134451219512195
71531,154,16.202337662337662
71631,131,16.95267175572519
71633,183,10.279781420765028
71670,137,14.543868613138686
71699,199,11.51326633165829
71740,133,16.75248120300752
71752,138,12.936666666666667
71760,212,9.032311320754717
71805,149,15.898120805369128
71809,201,11.73810945273632
71812,164,13.820670731707319
71841,190,9.859263157894738
71859,248,12.3775
71899,141,13.681418439716312
71988,140,16.83442857142857
72066,195,11.759487179487179
72075,174,9.498275862068965
72132,214,7.601542056074766
72198,203,13.81448275862069
72226,200,10.07465
72256,145,12.88751724137931
72272,137,15.387080291970804
72327,160,13.161375000000001
72347,181,10.732872928176795
72581,142,7.052323943661971
72614,177,14.400112994350284
72646,192,11.768749999999999
72647,202,10.385940594059406
72662,156,11.738910256410255
72765,141,15.188794326241133
72766,161,11.010062111801243
72945,193,12.352331606217616
72984,127,15.75724409448819
72995,226,14.535486725663716
73068,169,10.50360946745562
73141,153,11.36202614379085
73196,172,14.981511627906977
73205,162,11.979074074074074
73219,193,10.19937823834197
73292,190,13.858842105263157
73293,148,14.885135135135135
73344,130,14.489923076923077
73353,160,16.320125
73395,198,11.068383838383838
73474,144,13.713819444444445
73521,177,8.487514124293785
73526,188,10.876170212765958
73591,162,6.721172839506172
73608,131,12.474580152671756
73744,150,16.288266666666665
73842,204,12.710441176470587
73846,191,13.461675392670156
73878,132,15.834848484848484
73891,168,11.168095238095239
73893,173,9.839248554913295
73922,139,8.681151079136692
73947,161,10.156149068322982
73953,142,13.398521126760564
73960,127,14.519448818897638
73994,192,11.438958333333334
74054,184,9.273695652173913
74119,162,13.484197530864197
74130,197,17.14446700507614
74151,159,14.13251572327044
74169,185,14.328594594594595
74285,125,11.83376
74341,169,11.639940828402366
74346,125,17.17992
74349,130,12.328000000000001
74438,201,14.647960199004974
74448,248,10.16923387096774
74456,198,13.81510101010101
74534,178,14.177191011235955
74536,173,12.44849710982659
74676,186,12.260967741935485
74697,216,9.03574074074074
74700,226,10.747654867256637
74718,150,9.7156
74739,156,12.458205128205128
74841,187,13.488288770053476
74863,205,8.492146341463416
74869,132,14.033409090909089
74876,204,10.204166666666667
74909,126,11.656587301587301
74922,156,13.673333333333334
75043,156,11.972564102564103
75093,137,13.665620437956205
75114,178,16.90747191011236
75181,160,9.7605
75220,190,15.265736842105262
75231,191,17.26738219895288
75250,169,16.215088757396448
75305,179,10.225363128491619
75319,227,13.38114537444934
75374,174,15.938390804597702
75379,179,11.129888268156424
75414,168,10.036785714285715
75501,197,9.13756345177665
75588,167,10.875389221556887
75600,144,14.035902777777778
75608,142,15.102605633802819
75633,210,11.275
75661,175,10.28817142857143
75748,182,13.51978021978022
75761,170,13.03070588235294
75862,202,14.404752475247525
75868,208,15.16576923076923
75893,140,14.679928571428572
75897,163,11.304294478527607
75941,127,10.526456692913385
76002,159,11.024025157232703
76022,207,16.641159420289856
76093,167,13.177185628742516
76101,125,15.240879999999999
76107,138,10.64840579710145
76240,146,14.44623287671233
76258,135,13.570962962962962
76280,183,8.81327868852459
76287,146,13.463561643835616
76295,152,12.531578947368422
76370,163,12.722269938650307
76410,128,9.222421875
76527,149,12.84523489932886
76546,184,11.76554347826087
76564,146,10.939794520547945
76581,220,11.559772727272728
76588,172,13.863023255813953
76604,229,9.065545851528386
76635,171,10.596315789473685
76654,169,12.274556213017751
76710,181,16.659889502762432
76757,149,16.71953020134228
76786,175,11.237714285714285
76811,140,12.870071428571428
76812,136,15.789044117647059
76824,151,15.843178807947021
76872,140,9.631571428571428
76924,159,11.167044025157232
76933,160,14.2299375
76941,165,10.966909090909091
76946,210,10.307428571428572
76947,165,12.941878787878787
76950,153,8.301568627450981
76974,192,11.419114583333332
77038,128,16.002109375
77136,264,6.99125
77167,216,10.538472222222222
77171,160,10.98275
77173,170,10.35135294117647
77183,167,17.097245508982034
77214,222,12.430315315315315
77222,127,11.287244094488189
77253,156,11.613141025641026
77369,162,13.874074074074073
77380,222,11.518783783783784
77400,233,11.764034334763949
77410,129,15.53248062015504
77506,171,11.909473684210527
77514,158,7.956962025316456
77527,191,14.859476439790575
77584,198,10.593434343434344
77699,202,15.020396039603959
77763,125,14.53792
77913,156,17.11724358974359
78000,216,14.767222222222223
78017,186,17.170806451612904
78033,131,16.152290076335877
78049,176,13.436874999999999
78062,140,12.674928571428572
78067,148,15.548108108108107
78110,153,9.05202614379085
78137,178,8.689325842696629
78198,161,12.991739130434784
78253,156,7.694615384615384
78401,173,12.50057803468208
78418,123,16.66569105691057
78423,163,12.403865030674845
78445,138,10.807391304347826
78472,161,16.841242236024843
78482,167,11.098862275449102
78509,150,15.052666666666667
78533,189,11.036613756613757
78628,224,9.931473214285715
78652,172,10.468779069767443
78673,165,11.364545454545455
78780,185,10.864648648648648
78824,125,15.63336
78915,204,10.958137254901962
78918,153,14.28078431372549
78946,124,11.775967741935483
78974,210,13.879380952380952
79033,144,13.348125000000001
79079,195,9.490051282051281
79091,198,16.521616161616162
79147,192,12.268697916666667
79277,166,14.424518072289159
