from_totally_fake_account,min_transaction_amount,max_transaction_amount
31119,1.45,1530.0
31151,1.45,460.0
31243,1.45,560.0
31249,1.45,477.5
31291,2.4,1295.0
31302,1.8,905.0
31400,1.8,1060.0
31438,1.45,1715.0
31468,1.8,461.25
31469,1.45,655.0
31494,1.8,613.33
31544,1.45,488.75
31550,1.8,1880.0
31650,1.45,692.5
31655,1.45,730.0
31659,1.45,1250.0
31664,1.45,1540.0
31673,1.45,985.0
31703,2.0,492.5
31770,1.45,1860.0
31792,1.45,473.75
31797,4.0,1690.0
31803,2.25,1730.0
31817,1.45,486.25
31827,1.95,840.0
31834,1.45,647.5
31842,1.45,1635.0
31871,1.45,1670.0
31891,1.8,1055.0
31910,1.8,588.33
31938,1.45,460.0
32029,1.45,1395.0
32150,1.45,945.0
32156,2.45,470.0
32166,1.45,690.0
32185,1.45,1940.0
32186,1.45,1510.0
32283,1.45,1140.0
32308,1.5,1940.0
32345,1.45,477.5
32391,1.45,1205.0
32403,1.45,1825.0
32413,1.45,463.33
32418,1.45,1105.0
32452,1.45,602.5
32498,1.45,995.0
32521,1.45,697.5
32541,1.45,1460.0
32573,1.45,1560.0
32587,1.5,965.0
32619,2.4,1570.0
32649,2.2,1600.0
32692,1.45,952.5
32706,1.45,1400.0
32754,1.45,1060.0
32757,1.45,1085.0
32759,1.45,1640.0
32768,1.45,445.0
32798,1.45,1405.0
32807,1.45,1330.0
32808,1.45,441.25
32832,1.45,590.0
32838,1.45,513.33
32854,1.45,1495.0
32891,1.45,1030.0
32898,2.4,490.0
32955,1.45,1355.0
32978,1.45,500.0
32991,1.45,580.0
32997,1.8,1235.0
32998,1.45,800.0
33015,1.45,1825.0
33018,1.45,655.0
33047,1.45,587.5
33051,2.0,495.0
33086,1.45,1695.0
33156,1.45,1725.0
33192,1.8,1010.0
33266,1.45,1640.0
33284,1.45,967.5
33298,1.45,1220.0
33313,2.15,462.5
33334,1.45,1920.0
33362,1.45,1600.0
33411,1.45,920.0
33491,1.45,982.5
33516,3.0,1530.0
33524,3.5,1435.0
33536,4.5,1925.0
33562,1.8,1470.0
33588,1.8,1860.0
33594,1.45,1790.0
33608,1.45,643.33
33612,1.45,892.5
33620,1.45,1725.0
33633,1.45,1295.0
33641,2.4,1990.0
33650,1.8,1720.0
33693,2.2,1180.0
33714,1.45,445.0
33725,1.45,656.67
33739,2.25,1940.0
33768,1.45,865.0
33783,1.95,990.0
33803,1.45,965.0
33814,1.45,540.0
33833,1.45,885.0
33875,2.25,1715.0
33916,1.8,576.67
33926,1.45,925.0
33942,1.45,1920.0
33975,1.5,1040.0
33991,1.45,1430.0
34041,1.45,1490.0
34046,1.8,1175.0
34054,1.45,526.67
34055,1.45,460.0
34096,1.45,1490.0
34107,2.2,1455.0
34123,1.45,672.5
34128,1.45,568.33
34134,1.45,468.75
34142,1.8,652.5
34144,1.45,1585.0
34160,1.95,1490.0
34180,1.95,465.0
34263,1.45,810.0
34275,1.45,597.5
34332,1.45,653.33
34414,2.0,1965.0
34450,1.45,1910.0
34462,3.0,1570.0
34539,2.2,1160.0
34546,1.95,595.0
34659,1.45,1065.0
34665,1.45,480.0
34698,1.45,697.5
34722,1.45,1810.0
34734,1.45,930.0
34753,1.8,1665.0
34785,1.45,500.0
34808,1.45,1510.0
34851,3.5,541.67
34880,1.45,752.5
34899,4.5,740.0
34923,1.45,1085.0
34974,2.2,1740.0
35011,1.8,493.75
35034,1.45,1550.0
35104,1.45,1340.0
35110,1.45,1720.0
35112,1.45,1530.0
35130,1.45,1480.0
35148,1.45,628.33
35158,1.45,967.5
35165,1.45,1525.0
35190,1.45,1785.0
35200,1.45,1030.0
35239,1.45,940.0
35242,1.95,1140.0
35244,1.45,1875.0
35272,1.45,1225.0
35303,1.45,441.67
35317,1.45,505.0
35362,1.45,1070.0
35386,1.45,780.0
35403,1.45,732.5
35427,1.45,1200.0
35429,2.4,1650.0
35433,1.45,626.67
35457,1.45,1330.0
35487,1.45,1790.0
35504,1.45,531.67
35527,1.45,1255.0
35535,2.15,1305.0
35551,1.45,782.5
35552,1.45,950.0
35599,1.45,1815.0
35614,1.8,1720.0
35664,1.45,1720.0
35691,1.45,1835.0
35693,1.45,1490.0
35709,1.45,872.5
35747,1.45,1910.0
35762,1.45,1260.0
35774,1.45,920.0
35813,1.45,1835.0
35820,1.45,1795.0
35840,1.45,850.0
35855,1.45,658.33
35883,2.4,452.5
35900,1.95,455.0
35915,1.45,486.25
35940,1.45,1615.0
35944,1.5,1930.0
35960,1.45,490.0
35961,1.45,1330.0
36035,1.45,1280.0
36067,1.45,1820.0
36117,1.45,892.5
36145,1.45,1635.0
36160,1.45,830.0
36179,1.45,470.0
36205,1.45,490.0
36270,2.55,1900.0
36276,3.0,1220.0
36285,1.45,970.0
36353,1.45,593.33
36379,1.8,1805.0
36393,1.45,1450.0
36402,2.4,1015.0
36416,1.45,1910.0
36417,1.8,586.67
36440,1.45,1655.0
36460,3.0,1965.0
36544,1.8,472.5
36556,1.8,1295.0
36580,1.8,1965.0
36647,1.45,1205.0
36733,1.8,1275.0
36754,1.45,907.5
36815,1.95,860.0
36856,1.8,550.0
36893,2.0,1430.0
37009,1.45,1025.0
37074,1.45,443.75
37094,1.45,507.5
37100,1.45,1755.0
37145,1.45,1925.0
37152,1.5,842.5
37245,1.45,473.75
37250,1.8,865.0
37260,1.45,575.0
37263,2.45,1895.0
37281,1.45,1295.0
37495,1.45,1450.0
37500,1.8,1230.0
37526,1.45,1650.0
37539,1.45,965.0
37593,1.45,585.0
37596,1.45,845.0
37618,1.45,1615.0
37653,1.45,1035.0
37671,1.45,1090.0
37684,1.45,601.67
37687,1.45,480.0
37764,1.45,472.5
37775,3.5,470.0
37783,1.45,1875.0
37897,1.45,1000.0
37901,1.45,880.0
37913,2.15,470.0
37922,1.45,660.0
37924,1.45,1265.0
37934,1.45,905.0
37949,1.45,865.0
37953,1.8,540.0
37963,1.45,1775.0
37988,1.45,1675.0
38026,1.45,1970.0
38031,1.8,638.33
38056,1.45,487.5
38067,1.45,1230.0
38114,1.45,1500.0
38136,1.45,1040.0
38145,1.45,473.75
38187,1.45,1315.0
38193,1.45,1365.0
38226,1.45,940.0
38232,2.15,1525.0
38240,1.45,452.5
38247,1.45,1920.0
38288,1.45,870.0
38289,1.45,950.0
38320,1.5,1910.0
38359,1.45,550.0
38365,1.45,1915.0
38372,2.0,1370.0
38394,1.45,1715.0
38408,3.0,1630.0
38448,1.8,1095.0
38455,1.8,481.25
38476,1.95,592.5
38494,1.45,586.67
38526,1.45,520.0
38552,1.45,1885.0
38580,1.45,1735.0
38583,1.95,553.33
38646,1.45,1510.0
38651,1.45,1480.0
38707,1.95,615.0
38709,1.45,606.67
38745,1.8,755.0
38747,3.5,1650.0
38790,1.45,1200.0
38797,1.8,1180.0
38858,1.45,660.0
38881,1.8,628.33
38906,1.45,1535.0
38982,1.45,1500.0
38984,1.95,1810.0
39033,1.45,965.0
39034,1.45,1525.0
39037,1.45,482.5
39097,1.45,1515.0
39119,1.45,1250.0
39129,1.45,1815.0
39151,1.45,463.75
39160,1.45,1500.0
39190,1.45,905.0
39301,1.8,442.5
39315,1.45,1615.0
39335,1.5,441.67
39347,1.45,656.67
39388,1.5,1805.0
39399,1.45,1730.0
39427,1.45,1110.0
39464,1.8,1230.0
39470,1.45,1910.0
39483,1.45,965.0
39495,1.95,1115.0
39518,2.4,452.5
39521,1.45,1765.0
39543,1.45,613.33
39555,1.45,1940.0
39566,1.45,1650.0
39567,1.45,656.67
39577,1.5,1740.0
39597,1.45,715.0
39605,1.8,885.0
39637,1.45,496.67
39683,1.45,573.33
39688,1.95,532.5
39706,1.45,623.33
39707,2.2,910.0
39733,1.45,830.0
39779,1.8,925.0
39782,3.0,446.67
39817,1.8,510.0
39834,1.45,1090.0
39841,1.45,441.25
39877,1.45,1980.0
39945,1.45,1970.0
39953,1.45,1920.0
39956,1.45,945.0
39970,1.45,1835.0
39993,1.45,580.0
40047,1.45,1145.0
40080,2.65,1975.0
40131,1.45,1500.0
40141,1.45,1865.0
40160,1.45,1090.0
40207,1.8,585.0
40225,1.45,975.0
40254,3.0,1040.0
40288,1.8,665.0
40331,1.45,857.5
40367,1.45,496.25
40396,1.45,456.25
40407,1.45,732.5
40409,1.45,453.33
40451,1.45,815.0
40456,1.45,1260.0
40459,1.45,1075.0
40474,1.45,1865.0
40494,1.8,521.67
40536,1.8,1615.0
40538,1.45,1590.0
40565,2.55,1495.0
40576,1.45,1910.0
40598,2.65,491.25
40610,1.45,1775.0
40634,1.45,443.75
40665,1.45,1415.0
40679,1.45,1335.0
40695,1.45,1265.0
40706,1.45,480.0
40716,1.45,750.0
40735,1.45,1510.0
40775,1.45,882.5
40829,1.45,905.0
40836,1.45,460.0
40895,1.45,468.33
40901,1.45,1375.0
40903,1.8,467.5
40913,1.45,717.5
40921,1.45,542.5
40940,1.45,1905.0
40951,1.45,643.33
40953,1.45,1260.0
41042,1.45,1795.0
41067,1.45,637.5
41075,1.45,1765.0
41113,2.15,1975.0
41138,1.45,970.0
41202,1.45,441.25
41205,1.45,498.75
41230,1.45,495.0
41238,1.45,1060.0
41283,1.45,1390.0
41369,3.0,1510.0
41401,1.45,847.5
41404,1.5,542.5
41458,1.95,775.0
41467,1.45,526.67
41469,1.95,902.5
41495,1.45,1785.0
41505,1.45,446.25
41513,1.45,643.33
41545,1.45,1300.0
41560,1.45,1175.0
41588,1.45,1720.0
41590,3.0,852.5
41657,1.45,553.33
41682,3.5,1640.0
41707,1.45,455.0
41718,1.45,1955.0
41784,1.45,647.5
41792,2.15,752.5
41816,1.45,1880.0
41833,1.45,932.5
41846,1.8,463.75
41864,1.45,490.0
41865,1.45,560.0
41873,1.45,453.75
41980,1.45,1250.0
41986,2.4,575.0
41988,1.45,488.33
42040,1.45,825.0
42056,1.45,1150.0
42085,1.45,1060.0
42102,3.0,513.33
42141,1.45,497.5
42289,1.45,1185.0
42294,1.45,443.75
42329,1.45,1645.0
42360,1.45,1860.0
42371,1.45,1385.0
42383,1.45,656.67
42394,1.45,1790.0
42418,1.45,1155.0
42463,1.45,1965.0
42484,1.95,1805.0
42495,2.0,1445.0
42497,1.45,522.5
42541,1.45,1720.0
42587,1.45,1340.0
42595,1.45,1495.0
42603,1.45,460.0
42611,3.0,453.75
42621,1.45,1125.0
42644,1.5,1465.0
42665,1.45,1625.0
42673,1.8,1920.0
42725,1.45,800.0
42740,1.45,1595.0
42749,2.4,1095.0
42773,1.8,1450.0
42792,1.45,580.0
42851,1.45,461.25
42858,1.45,1425.0
42867,2.65,945.0
42936,1.45,476.25
42951,1.45,1975.0
42991,1.45,497.5
43010,1.45,480.0
43021,1.45,1110.0
43029,3.0,1380.0
43036,1.45,1695.0
43109,1.45,1775.0
43115,1.45,1410.0
43130,1.45,1895.0
43141,1.45,1605.0
43163,1.45,1140.0
43194,1.45,1470.0
43217,2.4,547.5
43221,1.45,1215.0
43241,1.45,1605.0
43249,1.45,990.0
43281,1.45,1215.0
43313,1.45,935.0
43357,1.45,535.0
43369,1.45,765.0
43380,1.45,835.0
43424,1.45,1615.0
43441,1.8,480.0
43463,1.45,1665.0
43504,1.5,1255.0
43524,1.45,1715.0
43595,1.45,1030.0
43599,3.0,647.5
43602,1.45,1555.0
43611,1.8,662.5
43621,1.45,1550.0
43637,1.45,1075.0
43657,1.45,1780.0
43659,1.45,1550.0
43668,1.45,1395.0
43681,1.45,1140.0
43747,1.45,1705.0
43792,1.45,1565.0
43810,1.45,531.67
43844,1.95,441.25
43875,1.45,1105.0
43877,1.8,1455.0
43896,1.45,588.33
43902,1.8,1705.0
43924,1.45,1375.0
43966,1.45,1970.0
44005,1.5,1165.0
44012,1.45,1065.0
44034,1.45,1750.0
44047,1.45,1225.0
44069,1.45,697.5
44096,1.5,1210.0
44107,1.45,997.5
44155,1.45,490.0
44269,1.45,1175.0
44320,1.45,1065.0
44350,1.45,982.5
44370,1.45,562.5
44378,1.45,1985.0
44423,1.45,1545.0
44432,1.45,635.0
44472,1.8,1510.0
44480,2.55,1190.0
44506,1.45,1200.0
44533,1.45,1970.0
44608,1.45,960.0
44619,1.45,1495.0
44635,1.45,1140.0
44648,1.45,1180.0
44661,1.45,995.0
44678,1.45,1505.0
44747,1.45,1355.0
44779,1.45,1850.0
44847,1.95,578.33
44868,1.45,603.33
44888,1.45,635.0
44898,1.45,483.33
44910,1.45,1640.0
44968,1.45,835.0
44990,1.45,458.75
45069,1.45,1510.0
45093,1.45,1735.0
45102,1.45,481.25
45106,1.45,441.25
45115,1.45,483.75
45140,1.8,855.0
45161,1.45,595.0
45164,1.45,817.5
45199,3.5,1895.0
45230,1.45,1030.0
45237,1.45,895.0
45282,1.95,478.75
45292,1.45,602.5
45311,1.8,1965.0
45334,2.15,1480.0
45421,1.45,1265.0
45476,1.8,1900.0
45481,1.45,493.75
45512,1.45,471.25
45550,1.45,1700.0
45553,1.45,1055.0
45570,1.45,488.75
45582,2.15,1590.0
45599,1.45,470.0
45648,1.45,450.0
45700,1.45,1970.0
45702,1.8,1620.0
45712,1.45,486.25
45728,1.45,487.5
45772,4.5,865.0
45774,1.8,1370.0
45799,1.45,1365.0
45836,1.45,1900.0
45857,1.45,1840.0
45895,2.0,1155.0
45906,1.45,621.67
45909,1.45,470.0
45917,1.45,1540.0
45924,2.0,1300.0
45952,1.45,927.5
46071,1.45,975.0
46131,1.45,1970.0
46143,1.45,850.0
46161,2.65,515.0
46184,1.5,1465.0
46185,1.45,1605.0
46234,1.95,658.33
46268,1.8,583.33
46315,4.5,1435.0
46317,1.8,486.67
46319,1.45,461.67
46358,1.45,1275.0
46376,1.45,905.0
46411,1.45,1975.0
46412,1.95,1465.0
46413,2.0,623.33
46421,1.45,623.33
46494,1.45,1315.0
46507,1.45,458.33
46539,1.45,475.0
46540,1.45,1935.0
46548,2.0,477.5
46551,1.8,465.0
46557,1.8,737.5
46578,1.45,1235.0
46605,1.45,715.0
46633,2.2,1190.0
46642,1.45,482.5
46710,1.45,551.67
46714,1.45,835.0
46722,4.5,1605.0
46727,1.45,1695.0
46740,1.45,641.67
46759,1.45,1600.0
46788,1.45,830.0
46802,1.45,1390.0
46835,1.45,1630.0
46853,1.45,601.67
46877,1.45,1730.0
46895,2.55,960.0
46896,1.45,442.5
46911,1.45,1400.0
46930,1.45,1090.0
46977,1.8,608.33
46983,1.45,460.0
46986,1.45,1005.0
46994,1.8,1260.0
47025,1.45,1085.0
47032,1.45,990.0
47050,1.45,910.0
47070,1.45,1910.0
47114,1.45,1620.0
47115,1.45,1990.0
47173,1.45,455.0
47203,1.45,1825.0
47223,1.45,521.67
47236,1.45,1590.0
47249,1.8,1570.0
47299,1.45,496.67
47306,1.45,1820.0
47309,1.45,960.0
47342,1.45,1160.0
47354,1.5,455.0
47369,1.45,805.0
47377,1.45,1170.0
47413,1.45,1510.0
47424,1.45,482.5
47445,1.5,1050.0
47515,1.45,965.0
47552,1.45,1265.0
47580,4.5,1635.0
47584,1.5,591.67
47588,1.45,451.25
47617,1.45,1070.0
47654,1.45,1880.0
47665,1.45,1540.0
47698,1.45,1570.0
47734,1.45,1415.0
47735,1.45,1570.0
47738,1.45,1285.0
47774,1.45,767.5
47810,1.45,1525.0
47819,1.8,556.67
47832,1.45,1750.0
47838,1.95,526.67
47856,1.45,945.0
47861,2.2,560.0
47873,1.45,917.5
47902,1.45,1565.0
47911,1.8,550.0
47936,2.55,1355.0
47976,1.45,1655.0
48001,1.8,1175.0
48004,1.45,1490.0
48013,1.45,767.5
48020,1.8,1210.0
48048,2.4,1590.0
48119,1.95,490.0
48124,1.45,1900.0
48159,1.45,470.0
48173,1.45,445.0
48195,1.45,1820.0
48220,1.45,1465.0
48238,1.45,1565.0
48250,1.45,482.5
48254,1.45,1120.0
48275,1.45,618.33
48300,1.45,1715.0
48323,1.45,1615.0
48334,1.45,1300.0
48342,1.45,1865.0
48375,1.45,1005.0
48390,1.45,1225.0
48446,1.45,782.5
48463,1.45,525.0
48529,1.45,1690.0
48553,1.45,712.5
48558,1.45,770.0
48563,1.45,1960.0
48579,1.45,1345.0
48620,3.0,473.75
48645,1.45,1800.0
48662,1.45,1550.0
48693,1.45,822.5
48760,1.45,920.0
48788,1.45,1205.0
48791,1.45,1730.0
48797,2.15,960.0
48810,2.65,1060.0
48823,1.45,897.5
48853,1.45,480.0
48872,1.45,1835.0
48915,1.8,807.5
48917,1.8,702.5
48952,1.45,640.0
48993,1.45,595.0
48997,1.45,533.33
49010,1.45,640.0
49016,1.45,1995.0
49094,2.2,1540.0
49136,1.45,657.5
49149,1.45,625.0
49161,1.45,860.0
49200,1.45,523.33
49205,1.45,578.33
49246,1.45,1880.0
49267,1.45,556.67
49285,3.0,491.67
49289,1.45,1325.0
49308,1.8,1205.0
49326,1.45,1420.0
49343,1.45,1400.0
49386,1.8,472.5
49387,1.45,845.0
49398,2.15,1270.0
49421,1.45,1360.0
49433,1.45,526.67
49436,1.45,1675.0
49499,1.95,663.33
49531,1.45,595.0
49586,1.45,1400.0
49604,1.45,805.0
49609,2.4,1095.0
49617,2.15,1755.0
49619,1.45,1515.0
49658,1.45,515.0
49659,1.45,1855.0
49690,1.45,483.33
49704,1.45,1290.0
49705,1.45,1520.0
49730,1.45,587.5
49762,1.45,1520.0
49776,1.45,805.0
49786,1.5,1695.0
49812,1.45,1765.0
49824,1.8,511.67
49850,1.45,1565.0
49854,1.5,837.5
49861,1.45,550.0
49901,1.45,470.0
49973,1.45,1115.0
49982,1.8,1235.0
49985,1.45,1670.0
50005,1.45,1275.0
50006,1.45,1470.0
50046,1.45,618.33
50181,1.45,477.5
50234,1.45,483.33
50287,1.45,486.25
50289,2.15,1430.0
50421,1.45,578.33
50423,1.45,1400.0
50498,1.8,1445.0
50531,1.45,491.67
50563,1.45,1785.0
50630,1.45,491.25
50648,1.45,450.0
50706,1.45,760.0
50709,1.8,470.0
50726,1.8,1140.0
50741,1.45,975.0
50744,2.4,1425.0
50781,1.45,490.0
50783,1.45,1810.0
50784,1.45,608.33
50854,1.45,1855.0
50867,1.45,510.0
50873,1.45,955.0
50874,1.45,1750.0
50921,1.45,483.33
50953,1.45,1675.0
50990,1.45,825.0
51027,1.45,880.0
51091,1.45,525.0
51108,1.45,1470.0
51111,1.45,1270.0
51156,1.45,1190.0
51162,1.45,697.5
51233,1.45,478.75
51288,1.45,1860.0
51289,1.45,1225.0
51292,1.45,553.33
51294,1.45,450.0
51295,1.45,1520.0
51306,1.45,1055.0
51353,1.45,1525.0
51359,2.0,1850.0
51387,1.95,1795.0
51408,1.8,480.0
51439,1.45,1395.0
51465,1.45,475.0
51472,1.45,583.33
51520,1.8,450.0
51542,4.5,463.75
51546,1.8,1735.0
51565,1.45,1280.0
51576,2.25,1435.0
51627,1.8,560.0
51680,1.45,1495.0
51681,1.45,492.5
51697,1.45,1500.0
51703,1.45,1480.0
51736,1.45,481.67
51751,1.45,540.0
51787,2.15,965.0
51790,1.45,1750.0
51798,2.4,656.67
51811,1.45,590.0
51889,1.45,827.5
51893,1.5,591.67
51950,3.0,1605.0
51973,1.8,1875.0
51982,1.45,633.33
52007,1.45,640.0
52009,1.45,1080.0
52078,1.45,1000.0
52083,1.45,595.0
52141,1.45,1005.0
52150,1.45,658.33
52200,1.45,1240.0
52235,1.45,1360.0
52242,1.45,805.0
52247,1.8,1345.0
52269,1.95,890.0
52287,1.8,1410.0
52295,1.45,1100.0
52302,1.45,485.0
52316,1.45,1410.0
52317,2.4,1535.0
52318,1.45,967.5
52347,1.45,637.5
52365,1.45,453.75
52377,3.0,491.67
52410,1.45,482.5
52422,1.8,1365.0
52481,1.45,1630.0
52536,1.8,1295.0
52571,1.45,1775.0
52580,2.15,1340.0
52587,1.45,1530.0
52591,1.45,571.67
52604,1.45,653.33
52614,1.45,481.25
52621,1.45,765.0
52658,1.45,1435.0
52682,1.45,1860.0
52704,1.45,661.67
52725,1.45,500.0
52735,1.45,890.0
52738,1.45,1610.0
52774,1.45,762.5
52800,1.8,1550.0
52808,1.8,1395.0
52815,1.45,820.0
52883,1.45,1795.0
52897,3.0,1765.0
52934,1.45,1775.0
52943,2.2,1720.0
52964,1.45,1890.0
52969,1.45,466.25
53043,1.5,602.5
53055,3.5,1840.0
53062,2.2,965.0
53066,1.45,452.5
53105,1.45,1310.0
53137,1.45,1600.0
53145,1.45,1405.0
53166,1.45,785.0
53173,1.45,1310.0
53182,1.45,1270.0
53207,1.45,491.25
53235,1.45,1390.0
53258,1.45,483.33
53275,1.45,812.5
53280,1.45,807.5
53354,1.45,521.67
53386,1.45,767.5
53399,1.45,1300.0
53425,1.5,1605.0
53444,1.45,1510.0
53449,1.45,805.0
53453,1.95,1865.0
53457,1.45,1115.0
53481,1.45,572.5
53511,1.45,491.25
53512,1.45,627.5
53525,1.45,455.0
53536,1.45,922.5
53545,1.45,553.33
53586,1.45,1355.0
53592,1.95,1660.0
53625,1.45,1500.0
53637,1.45,907.5
53677,1.8,1570.0
53678,1.45,1315.0
53693,1.95,483.33
53730,1.45,1160.0
53781,1.45,1870.0
53797,1.45,1505.0
53806,1.45,1415.0
53807,1.45,677.5
53816,2.25,1325.0
53826,1.45,1635.0
53898,1.45,1410.0
53900,2.15,1240.0
53917,1.45,697.5
53929,1.45,527.5
53932,2.0,1320.0
53940,1.45,567.5
53953,1.45,717.5
54013,1.45,462.5
54075,1.45,1415.0
54128,1.8,1560.0
54154,1.45,1950.0
54161,1.45,1545.0
54176,1.5,1000.0
54260,1.45,1705.0
54264,1.45,1170.0
54265,1.8,1955.0
54294,1.45,1150.0
54319,1.45,1990.0
54322,1.8,472.5
54327,1.45,1970.0
54329,1.45,477.5
54451,1.45,1720.0
54487,1.45,1905.0
54488,1.5,442.5
54495,1.45,1305.0
54512,2.4,1535.0
54550,1.45,965.0
54559,1.45,825.0
54640,1.45,526.67
54748,1.45,1655.0
54752,1.45,1920.0
54775,1.45,1160.0
54791,1.45,622.5
54818,1.8,1225.0
54847,1.45,1985.0
54886,1.45,1505.0
54900,1.45,1410.0
54921,1.45,1165.0
54940,2.45,1460.0
54978,2.4,1950.0
54983,1.45,1455.0
54995,1.45,536.67
55042,1.45,797.5
55051,1.45,1255.0
55055,1.45,1390.0
55071,3.5,820.0
55075,1.8,461.67
55077,1.45,491.25
55115,1.45,517.5
55151,1.45,882.5
55170,1.45,441.25
55179,3.0,822.5
55218,3.0,495.0
55236,1.45,507.5
55251,1.45,1880.0
55270,1.95,1835.0
55294,1.45,1265.0
55302,2.2,1840.0
55314,1.45,451.25
55328,1.45,1465.0
55372,1.45,1460.0
55374,1.45,740.0
55393,1.45,1285.0
55404,1.8,590.0
55416,1.45,1010.0
55446,1.45,1455.0
55481,1.45,997.5
55491,1.45,975.0
55547,1.45,1895.0
55548,1.45,1415.0
55561,1.45,800.0
55567,1.45,488.75
55569,1.45,1895.0
55586,1.45,970.0
55588,1.45,1520.0
55621,1.45,445.0
55646,1.45,468.33
55655,1.45,658.33
55658,2.65,1960.0
55681,1.45,977.5
55685,2.0,1680.0
55709,1.8,1515.0
55733,1.45,497.5
55739,2.15,1430.0
55760,1.5,1480.0
55772,1.45,491.25
55856,1.8,541.67
55862,1.45,900.0
55931,2.4,618.33
55936,1.45,516.67
55938,4.0,1205.0
55944,1.8,1370.0
55964,1.45,975.0
56012,1.45,492.5
56071,1.45,1225.0
56074,1.45,827.5
56083,1.45,606.67
56087,1.45,1275.0
56099,1.45,850.0
56105,1.45,840.0
56132,1.45,567.5
56158,1.45,468.75
56174,1.45,463.75
56218,4.5,1790.0
56233,1.45,1175.0
56235,1.45,1130.0
56239,1.45,1415.0
56254,1.45,1895.0
56313,1.8,1965.0
56337,1.45,1450.0
56352,1.45,1130.0
56384,1.45,785.0
56405,1.45,1295.0
56412,1.45,546.67
56444,1.45,1240.0
56482,1.45,945.0
56527,1.45,1760.0
56543,1.45,1710.0
56596,1.45,1205.0
56704,1.45,630.0
56726,1.45,485.0
56819,1.45,540.0
56849,1.45,1325.0
56882,1.45,1360.0
56907,2.55,1140.0
56932,1.45,491.25
56961,1.45,940.0
56983,1.95,1630.0
56990,1.95,526.67
57059,1.45,817.5
57069,1.8,1845.0
57070,1.45,1575.0
57079,1.45,827.5
57098,1.45,990.0
57171,1.45,1195.0
57213,1.45,977.5
57237,1.45,717.5
57313,1.45,1595.0
57365,1.45,980.0
57372,1.45,480.0
57379,1.45,1355.0
57389,2.45,460.0
57400,1.45,1855.0
57404,1.8,1905.0
57414,1.45,1430.0
57425,1.45,1115.0
57429,2.0,925.0
57436,1.45,1850.0
57468,1.8,815.0
57473,1.95,1180.0
57569,1.45,1335.0
57639,1.45,780.0
57645,1.45,760.0
57655,1.45,1775.0
57657,1.8,1925.0
57662,1.45,915.0
57717,1.45,1765.0
57736,1.45,1240.0
57740,2.2,493.75
57766,1.45,1925.0
57778,1.45,491.25
57942,1.8,850.0
57995,1.45,997.5
58078,1.45,1950.0
58104,1.45,1900.0
58122,1.8,1635.0
58144,1.45,497.5
58147,4.5,1440.0
58160,2.15,1585.0
58168,2.15,1500.0
58170,1.45,485.0
58178,1.45,596.67
58200,1.45,1985.0
58269,1.8,1190.0
58322,1.45,505.0
58351,1.45,663.33
58372,1.45,1495.0
58398,1.45,445.0
58427,1.45,472.5
58439,4.0,450.0
58450,1.45,457.5
58479,1.45,1900.0
58481,1.45,962.5
58517,1.45,1705.0
58523,1.45,1855.0
58531,1.45,1995.0
58557,3.5,490.0
58592,1.95,1855.0
58611,1.45,1770.0
58665,1.45,526.67
58697,2.15,473.75
58701,1.45,1055.0
58798,3.5,1560.0
58870,1.45,1835.0
58881,1.45,443.75
58890,1.45,1130.0
58910,1.45,465.0
58933,1.45,590.0
58967,1.45,800.0
58977,1.45,1805.0
59000,3.0,1155.0
59001,1.45,1590.0
59005,1.45,860.0
59047,1.45,1520.0
59067,2.15,1780.0
59081,1.45,1365.0
59100,1.45,507.5
59103,1.5,795.0
59131,1.8,568.33
59156,1.45,1535.0
59183,5.0,922.5
59239,1.45,835.0
59255,1.45,481.67
59294,2.2,872.5
59317,1.45,805.0
59318,1.45,1420.0
59320,1.45,1185.0
59352,1.45,1220.0
59356,4.5,580.0
59370,1.45,477.5
59376,1.45,1315.0
59511,1.45,463.33
59539,1.45,540.0
59544,1.45,835.0
59554,1.8,482.5
59583,1.45,1590.0
59609,1.45,925.0
59678,1.45,1570.0
59680,1.5,1940.0
59697,1.45,805.0
59704,1.45,817.5
59803,1.45,930.0
59834,1.45,1675.0
59864,1.45,596.67
59873,1.45,800.0
59874,1.95,595.0
59886,1.45,1315.0
59887,1.45,1955.0
59889,1.45,568.33
59905,1.45,445.0
59923,1.45,612.5
59926,1.45,1680.0
59943,1.8,630.0
59950,1.45,608.33
59959,1.45,1805.0
59969,1.8,1880.0
59973,1.5,1950.0
59998,1.45,456.25
60126,1.45,565.0
60137,2.2,1820.0
60197,1.45,787.5
60223,1.45,1090.0
60237,1.45,852.5
60260,1.45,1965.0
60262,1.45,491.25
60295,1.45,1155.0
60330,1.45,1625.0
60341,1.45,1030.0
60345,1.45,687.5
60365,1.45,1555.0
60373,1.45,1795.0
60402,1.45,1040.0
60419,1.8,1390.0
60424,1.45,995.0
60452,1.45,1870.0
60475,1.45,572.5
60476,1.45,502.5
60525,1.45,1575.0
60535,1.45,1655.0
60597,1.45,755.0
60631,1.45,1330.0
60674,1.45,626.67
60678,1.95,1360.0
60695,1.45,1445.0
60765,1.45,496.67
60780,1.45,1395.0
60841,4.5,1430.0
60846,1.45,1865.0
60859,1.45,895.0
60882,1.45,550.0
60910,1.8,1355.0
60912,1.45,1925.0
60919,1.45,603.33
60960,1.45,495.0
60964,1.45,1475.0
60971,1.45,632.5
